AGV_Id,t1,t2,t3,t4
agv2,1736950039.032705,1736950039.0337079,1736950039.0337079,1736950039.037675
agv2,1736950039.0366101,1736950039.0768468,1736950039.0768468,1736950039.0867589
agv2,1736950041.0966103,1736950041.127544,1736950041.127544,1736950041.147064
agv2,1736950041.0995154,1736950041.1365433,1736950041.1365433,1736950041.148068
agv2,1736950042.1018546,1736950042.1029215,1736950042.1029215,1736950042.1473875
agv2,1736950044.1635916,1736950044.1647453,1736950044.1647453,1736950044.2070773
agv2,1736950046.2240226,1736950046.2250204,1736950046.2250204,1736950046.2669182
agv2,1736950048.27984,1736950048.281177,1736950048.281177,1736950048.3263257
agv2,1736950050.345091,1736950050.3459027,1736950050.3459027,1736950050.38674
agv2,1736950052.3993704,1736950052.4004009,1736950052.4004009,1736950052.446447
agv2,1736950054.458222,1736950054.458222,1736950054.458222,1736950054.505859
agv2,1736950056.5144837,1736950056.5154855,1736950056.5154855,1736950056.5209484
agv2,1736950056.5198836,1736950056.5209484,1736950056.5209484,1736950056.5660164
agv2,1736950058.586456,1736950058.5874581,1736950058.5874581,1736950058.635929
agv2,1736950058.5874581,1736950058.5908196,1736950058.5908196,1736950058.6366367
agv2,1736950059.5885153,1736950059.5890448,1736950059.5890448,1736950059.6359994
agv2,1736950061.6481206,1736950061.6518364,1736950061.6518364,1736950061.6965184
agv2,1736950063.7170115,1736950063.7180123,1736950063.7180123,1736950063.723015
agv2,1736950063.7220132,1736950063.766093,1736950063.766093,1736950063.769094
agv2,1736950065.7796988,1736950065.7796988,1736950065.7796988,1736950065.8259785
agv2,1736950065.7806964,1736950065.7833016,1736950065.7833016,1736950065.8269792
agv2,1736950066.7817547,1736950066.7827568,1736950066.7827568,1736950066.8257556
agv2,1736950068.848623,1736950068.8496163,1736950068.8496163,1736950068.895185
agv2,1736950070.9180856,1736950070.9190755,1736950070.9190755,1736950070.9656641
agv2,1736950072.9743283,1736950072.9753227,1736950072.9753227,1736950073.0252686
agv2,1736950072.9784756,1736950072.979557,1736950072.979557,1736950073.0262697
agv2,1736950075.0397012,1736950075.0412292,1736950075.0412292,1736950075.0853279
agv2,1736950075.0412292,1736950075.0447493,1736950075.0447493,1736950075.086324
agv2,1736950076.0421453,1736950076.0461543,1736950076.0461543,1736950076.0856864
agv2,1736950078.109021,1736950078.1095881,1736950078.1095881,1736950078.1555843
agv2,1736950080.1693397,1736950080.1733336,1736950080.1733336,1736950080.1833134
agv2,1736950082.2384598,1736950082.2414432,1736950082.2414432,1736950082.2859879
agv2,1736950084.3009117,1736950084.301912,1736950084.301912,1736950084.3452353
agv2,1736950086.3643658,1736950086.3653631,1736950086.3653631,1736950086.36884
agv2,1736950086.368297,1736950086.36884,1736950086.36884,1736950086.416748
agv2,1736950088.4221017,1736950088.423094,1736950088.423094,1736950088.4645777
agv2,1736950088.423094,1736950088.425634,1736950088.425634,1736950088.4655764
agv2,1736950089.4240215,1736950089.4250271,1736950089.4250271,1736950089.4745495
agv2,1736950091.4840195,1736950091.4847744,1736950091.4847744,1736950091.5342755
agv2,1736950092.4858637,1736950092.4858637,1736950092.4858637,1736950092.534863
agv2,1736950093.4865377,1736950093.4885383,1736950093.4885383,1736950093.5346258
agv2,1736950095.4886599,1736950095.4896622,1736950095.4896622,1736950095.5050204
agv2,1736950095.5040205,1736950095.5050204,1736950095.5050204,1736950095.554103
agv2,1736950097.5686722,1736950097.5705552,1736950097.5705552,1736950097.6136525
agv2,1736950097.5705552,1736950097.573554,1736950097.573554,1736950097.614653
agv2,1736950099.5722966,1736950099.5738447,1736950099.5738447,1736950099.6227207
agv2,1736950101.6352084,1736950101.636035,1736950101.636035,1736950101.6826158
agv2,1736950101.638035,1736950101.640184,1736950101.640184,1736950101.6835911
agv2,1736950103.7081552,1736950103.7121546,1736950103.7121546,1736950103.763143
agv2,1736950103.7121546,1736950103.7201588,1736950103.7201588,1736950103.763143
agv2,1736950104.7147655,1736950104.718766,1736950104.718766,1736950104.7732537
agv2,1736950106.7720637,1736950106.7730641,1736950106.7730641,1736950106.8332536
agv2,1736950108.8320656,1736950108.8331127,1736950108.8331127,1736950108.883019
agv2,1736950110.8907368,1736950110.8947077,1736950110.8947077,1736950110.9424906
agv2,1736950112.947259,1736950112.9480884,1736950112.9480884,1736950113.00246
agv2,1736950115.0106382,1736950115.0126464,1736950115.0126464,1736950115.0203803
agv2,1736950115.019255,1736950115.063093,1736950115.063093,1736950115.066059
agv2,1736950117.0777829,1736950117.078785,1736950117.078785,1736950117.1223
agv2,1736950117.0777829,1736950117.0807834,1736950117.0807834,1736950117.1233013
agv2,1736950118.08008,1736950118.0810807,1736950118.0810807,1736950118.1229422
agv2,1736950120.1335483,1736950120.1345463,1736950120.1345463,1736950120.1824903
agv2,1736950122.1929615,1736950122.1939611,1736950122.1939611,1736950122.2428527
agv2,1736950124.3068304,1736950124.3088303,1736950124.3088303,1736950124.3162687
agv2,1736950124.315127,1736950124.3162687,1736950124.3162687,1736950124.3629243
agv2,1736950126.3780518,1736950126.3820317,1736950126.3820317,1736950126.4327319
agv2,1736950126.3820317,1736950126.396032,1736950126.396032,1736950126.4337254
agv2,1736950127.3847044,1736950127.3856626,1736950127.3856626,1736950127.4317083
agv2,1736950129.4837067,1736950129.4847062,1736950129.4847062,1736950129.5327692
agv2,1736950131.5407605,1736950131.541489,1736950131.541489,1736950131.5814092
agv2,1736950133.5986147,1736950133.600622,1736950133.600622,1736950133.6422405
agv2,1736950134.6022406,1736950134.6032443,1736950134.6032443,1736950134.651825
agv2,1736950135.603021,1736950135.6050422,1736950135.6050422,1736950135.6625648
agv2,1736950137.6055348,1736950137.6065264,1736950137.6065264,1736950137.6254358
agv2,1736950137.6244335,1736950137.6254358,1736950137.6254358,1736950137.6714544
agv2,1736950139.694994,1736950139.6969929,1736950139.6969929,1736950139.7417645
agv2,1736950139.6969929,1736950139.701068,1736950139.701068,1736950139.7426205
agv2,1736950141.6991053,1736950141.7002838,1736950141.7002838,1736950141.7421315
agv2,1736950143.755994,1736950143.7570484,1736950143.7570484,1736950143.802292
agv2,1736950145.8164814,1736950145.8173435,1736950145.8173435,1736950145.8614798
agv2,1736950147.868238,1736950147.86924,1736950147.86924,1736950147.8733566
agv2,1736950147.8722413,1736950147.8733566,1736950147.8733566,1736950147.931877
agv2,1736950149.9740355,1736950149.9750352,1736950149.9750352,1736950150.021675
agv2,1736950149.9750352,1736950149.9781444,1736950149.9781444,1736950150.0227597
agv2,1736950150.9759862,1736950150.9769585,1736950150.9769585,1736950151.0218625
agv2,1736950153.0368261,1736950153.0378242,1736950153.0378242,1736950153.0813844
agv2,1736950155.113284,1736950155.1139987,1736950155.1139987,1736950155.1618044
agv2,1736950157.1683073,1736950157.1692982,1736950157.1692982,1736950157.173757
agv2,1736950157.1732252,1736950157.2213206,1736950157.2213206,1736950157.2243178
agv2,1736950159.2274265,1736950159.2707589,1736950159.2717571,1736950159.291316
agv2,1736950159.2300172,1736950159.2747574,1736950159.2747574,1736950159.2918382
agv2,1736950160.2326274,1736950160.2336276,1736950160.2336276,1736950160.2812345
agv2,1736950162.293104,1736950162.2941027,1736950162.2941027,1736950162.3413002
agv2,1736950164.3641715,1736950164.3651197,1736950164.3651197,1736950164.4114916
agv2,1736950166.421701,1736950166.4227045,1736950166.4227045,1736950166.4713488
agv2,1736950168.4858851,1736950168.486734,1736950168.486734,1736950168.531323
agv2,1736950170.5464988,1736950170.547491,1736950170.547491,1736950170.59049
agv2,1736950172.6395893,1736950172.6405303,1736950172.6405303,1736950172.6910698
agv2,1736950174.7037907,1736950174.7046337,1736950174.7046337,1736950174.7086866
agv2,1736950174.707624,1736950174.7086866,1736950174.7086866,1736950174.7604916
agv2,1736950176.7678926,1736950176.7688844,1736950176.7688844,1736950176.8105092
agv2,1736950176.7688844,1736950176.7721543,1736950176.7721543,1736950176.8115108
agv2,1736950177.7703342,1736950177.7713263,1736950177.7713263,1736950177.8208747
agv2,1736950179.8516426,1736950179.8527396,1736950179.8527396,1736950179.9006295
agv2,1736950184.8530862,1736950184.8540864,1736950184.8540864,1736950184.910094
agv2,1736950189.8553305,1736950189.8563313,1736950189.8563313,1736950189.9005709
agv2,1736950191.8564365,1736950191.8574424,1736950191.8574424,1736950191.8758407
agv2,1736950191.8748624,1736950191.8758407,1736950191.8758407,1736950191.9301832
agv2,1736950193.9399695,1736950193.941269,1736950193.941269,1736950193.9898992
agv2,1736950193.941269,1736950193.9441137,1736950193.9441137,1736950193.9907136
agv2,1736950195.9422412,1736950195.9422412,1736950195.9432428,1736950195.9892306
agv2,1736950198.003976,1736950198.0048282,1736950198.0048282,1736950198.008658
agv2,1736950198.0081193,1736950198.0501487,1736950198.0501487,1736950198.0696952
agv2,1736950200.0695612,1736950200.099373,1736950200.099373,1736950200.1201847
agv2,1736950200.0705612,1736950200.1033704,1736950200.1033704,1736950200.120717
agv2,1736950201.0715349,1736950201.072116,1736950201.072116,1736950201.1198618
agv2,1736950203.1298635,1736950203.1308644,1736950203.1308644,1736950203.1796615
agv2,1736950205.1858907,1736950205.186887,1736950205.186887,1736950205.19086
agv2,1736950205.1897566,1736950205.19086,1736950205.19086,1736950205.2392159
agv2,1736950207.257389,1736950207.257389,1736950207.257389,1736950207.3095052
agv2,1736950207.257389,1736950207.2627995,1736950207.2627995,1736950207.3095052
agv2,1736950208.2592468,1736950208.2633896,1736950208.2633896,1736950208.3104753
agv2,1736950210.3298252,1736950210.3308253,1736950210.3308253,1736950210.3788402
agv2,1736950212.3865654,1736950212.387105,1736950212.387105,1736950212.4294736
agv2,1736950214.4430118,1736950214.443673,1736950214.443673,1736950214.4890344
agv2,1736950216.4962206,1736950216.4972136,1736950216.4972136,1736950216.5392578
agv2,1736950218.5508347,1736950218.5514657,1736950218.5514657,1736950218.598696
agv2,1736950220.6119466,1736950220.6158988,1736950220.6158988,1736950220.6289763
agv2,1736950220.6269767,1736950220.6289763,1736950220.6289763,1736950220.6790051
agv2,1736950222.6832037,1736950222.6840057,1736950222.6840057,1736950222.728191
agv2,1736950222.6840057,1736950222.6871517,1736950222.6871517,1736950222.7294712
agv2,1736950223.6860847,1736950223.6871216,1736950223.6871216,1736950223.7286282
agv2,1736950225.7488015,1736950225.7496789,1736950225.7496789,1736950225.79864
agv2,1736950227.8116796,1736950227.812684,1736950227.812684,1736950227.8579443
agv2,1736950229.8732197,1736950229.874059,1736950229.874059,1736950229.9284842
agv2,1736950229.874059,1736950229.8764842,1736950229.8764842,1736950229.9284842
agv2,1736950230.8750825,1736950230.8758183,1736950230.8758183,1736950230.9181466
agv2,1736950231.8769267,1736950231.8779285,1736950231.8779285,1736950231.9179296
agv2,1736950232.8778272,1736950232.8798206,1736950232.8798206,1736950232.9282274
agv2,1736950234.8795815,1736950234.8805816,1736950234.8805816,1736950234.8995836
agv2,1736950234.898583,1736950234.8995836,1736950234.8995836,1736950234.948582
agv2,1736950236.9537413,1736950236.9548035,1736950236.9548035,1736950236.9989867
agv2,1736950236.9548035,1736950236.9629762,1736950236.9629762,1736950236.9994972
agv2,1736950237.9553623,1736950237.9563594,1736950237.9563594,1736950237.9980621
agv2,1736950240.0491157,1736950240.0501142,1736950240.0501142,1736950240.0998654
agv2,1736950242.10553,1736950242.10553,1736950242.1065252,1736950242.1478546
agv2,1736950244.159356,1736950244.1613493,1736950244.1613493,1736950244.2080693
agv2,1736950246.2465787,1736950246.2475765,1736950246.2475765,1736950246.2894104
agv2,1736950248.3016715,1736950248.3026757,1736950248.3026757,1736950248.3475606
agv2,1736950250.360833,1736950250.3618116,1736950250.3618116,1736950250.4073782
agv2,1736950252.4202416,1736950252.4214091,1736950252.4214091,1736950252.425518
agv2,1736950252.4245224,1736950252.425518,1736950252.425518,1736950252.467714
agv2,1736950254.489221,1736950254.4902143,1736950254.4902143,1736950254.5378323
agv2,1736950254.4902143,1736950254.4929037,1736950254.4929037,1736950254.5378323
agv2,1736950255.491644,1736950255.492645,1736950255.492645,1736950255.5379298
agv2,1736950257.5518384,1736950257.5528328,1736950257.5528328,1736950257.59792
agv2,1736950259.6171365,1736950259.6179,1736950259.6179,1736950259.667205
agv2,1736950261.6774912,1736950261.6814833,1736950261.6814833,1736950261.6929867
agv2,1736950261.6924396,1736950261.6946964,1736950261.6947598,1736950261.700687
agv2,1736950263.750114,1736950263.7511148,1736950263.7511148,1736950263.7972717
agv2,1736950263.7511148,1736950263.7538397,1736950263.7538397,1736950263.798272
agv2,1736950264.7521431,1736950264.7521431,1736950264.7521431,1736950264.7974088
agv2,1736950266.8060517,1736950266.807345,1736950266.807345,1736950266.8139026
agv2,1736950266.8127458,1736950266.8144286,1736950266.81445,1736950266.8572564
agv2,1736950268.8740194,1736950268.8749309,1736950268.8749309,1736950268.916917
agv2,1736950268.8749309,1736950268.8782234,1736950268.8782234,1736950268.917917
agv2,1736950269.8762739,1736950269.8772762,1736950269.8772762,1736950269.927181
agv2,1736950271.9415362,1736950271.943586,1736950271.943586,1736950271.9873645
agv2,1736950274.0267205,1736950274.0277247,1736950274.0277247,1736950274.031613
agv2,1736950274.0306182,1736950274.0771334,1736950274.0771334,1736950274.0797637
agv2,1736950276.10487,1736950276.105694,1736950276.105694,1736950276.1471276
agv2,1736950276.105694,1736950276.109487,1736950276.109487,1736950276.148125
agv2,1736950277.1069431,1736950277.1075597,1736950277.1075597,1736950277.1583602
agv2,1736950279.1664279,1736950279.1674938,1736950279.1674938,1736950279.2172344
agv2,1736950284.1690116,1736950284.1699994,1736950284.1699994,1736950284.2165797
agv2,1736950289.1697674,1736950289.17076,1736950289.17076,1736950289.216368
agv2,1736950291.1708546,1736950291.171856,1736950291.171856,1736950291.1858916
agv2,1736950291.1848433,1736950291.1858916,1736950291.1858916,1736950291.2366807
agv2,1736950293.2600973,1736950293.2610939,1736950293.2610939,1736950293.3066034
agv2,1736950293.2610939,1736950293.263093,1736950293.263093,1736950293.3066034
agv2,1736950294.2620988,1736950294.2631128,1736950294.2631128,1736950294.3066244
agv2,1736950296.321149,1736950296.3221455,1736950296.3221455,1736950296.3666737
agv2,1736950298.4679341,1736950298.468454,1736950298.468454,1736950298.5161228
agv2,1736950300.5722735,1736950300.5732708,1736950300.5732708,1736950300.6162262
agv2,1736950302.6283276,1736950302.629326,1736950302.629326,1736950302.676209
agv2,1736950304.717116,1736950304.7181175,1736950304.7181175,1736950304.7660613
agv2,1736950304.7181175,1736950304.721208,1736950304.721747,1736950304.7660613
agv2,1736950305.7193139,1736950305.7202811,1736950305.7202811,1736950305.765828
agv2,1736950306.7219,1736950306.7239037,1736950306.7239037,1736950306.7656863
agv2,1736950307.7258596,1736950307.7258596,1736950307.7258596,1736950307.7755754
agv2,1736950309.7554457,1736950309.7574492,1736950309.7574492,1736950309.8054461
agv2,1736950310.3596418,1736950310.3616416,1736950310.3616416,1736950310.431692
agv2,1736950313.1899204,1736950313.190919,1736950313.190919,1736950313.2356293
agv2,1736950313.190919,1736950313.1937208,1736950313.1937208,1736950313.2366302
agv2,1736950315.1920745,1736950315.1930747,1736950315.1930747,1736950315.235077
agv2,1736950317.2531703,1736950317.2541716,1736950317.2541716,1736950317.2601721
agv2,1736950317.2591708,1736950317.305172,1736950317.305172,1736950317.3091726
agv2,1736950319.335866,1736950319.3368134,1736950319.3368134,1736950319.3855991
agv2,1736950319.3368134,1736950319.3386216,1736950319.3386216,1736950319.3855991
agv2,1736950320.337991,1736950320.3389907,1736950320.3389907,1736950320.3856995
agv2,1736950322.3992507,1736950322.400251,1736950322.400251,1736950322.4032505
agv2,1736950324.452769,1736950324.4537678,1736950324.4537678,1736950324.4957042
agv2,1736950326.50838,1736950326.5093734,1736950326.5093734,1736950326.5555098
agv2,1736950328.5734777,1736950328.57448,1736950328.57448,1736950328.6151638
agv2,1736950330.633491,1736950330.634491,1736950330.634491,1736950330.675006
agv2,1736950332.6993184,1736950332.7003412,1736950332.7003412,1736950332.7449617
agv2,1736950334.7620475,1736950334.763047,1736950334.763047,1736950334.8146439
agv2,1736950334.767046,1736950334.7690473,1736950334.7690473,1736950334.8156362
agv2,1736950336.825834,1736950336.8268337,1736950336.8268337,1736950336.8753178
agv2,1736950336.8278325,1736950336.828832,1736950336.828832,1736950336.8753178
agv2,1736950337.8285482,1736950337.8294132,1736950337.8294132,1736950337.8750422
agv2,1736950339.8848612,1736950339.8858607,1736950339.8858607,1736950339.9342847
agv2,1736950341.940793,1736950341.9417925,1736950341.9417925,1736950341.9475162
agv2,1736950341.9464653,1736950341.9952986,1736950341.9952986,1736950342.005205
agv2,1736950344.019681,1736950344.0541918,1736950344.0541918,1736950344.0755699
agv2,1736950344.0216784,1736950344.0680754,1736950344.0680754,1736950344.0766213
agv2,1736950345.0228438,1736950345.0238433,1736950345.0238433,1736950345.0648432
agv2,1736950347.1229215,1736950347.12592,1736950347.12592,1736950347.1755466
agv2,1736950349.1891093,1736950349.1901128,1736950349.1901128,1736950349.244372
agv2,1736950351.2564254,1736950351.2574255,1736950351.2574255,1736950351.3039215
agv2,1736950351.261427,1736950351.2624238,1736950351.2624238,1736950351.3049207
agv2,1736950353.330556,1736950353.3355553,1736950353.3355553,1736950353.3839252
agv2,1736950353.3365514,1736950353.3470428,1736950353.3470428,1736950353.3849256
agv2,1736950354.3386283,1736950354.339665,1736950354.339665,1736950354.3846056
agv2,1736950356.3976622,1736950356.3987572,1736950356.3987572,1736950356.4438038
agv2,1736950358.4739318,1736950358.4759376,1736950358.4759376,1736950358.4854615
agv2,1736950358.4844632,1736950358.5244598,1736950358.5244598,1736950358.5344594
agv2,1736950360.5498438,1736950360.5509102,1736950360.5509102,1736950360.5950453
agv2,1736950360.5509102,1736950360.5543551,1736950360.5543952,1736950360.5960443
agv2,1736950361.5516894,1736950361.55269,1736950361.55269,1736950361.5941205
agv2,1736950363.614767,1736950363.6157656,1736950363.6157656,1736950363.6638699
agv2,1736950364.616236,1736950364.6172364,1736950364.6172364,1736950364.663924
agv2,1736950365.617241,1736950365.6182356,1736950365.6182356,1736950365.664018
agv2,1736950367.6246765,1736950367.6342306,1736950367.6342306,1736950367.6711524
agv2,1736950367.66963,1736950367.6711524,1736950367.6711524,1736950367.7139125
agv2,1736950369.7303174,1736950369.7313087,1736950369.7313087,1736950369.7728798
agv2,1736950369.7313087,1736950369.734532,1736950369.734532,1736950369.7742012
agv2,1736950371.7328095,1736950371.73381,1736950371.73381,1736950371.7830713
agv2,1736950373.811271,1736950373.8122716,1736950373.8122716,1736950373.818273
agv2,1736950373.817273,1736950373.8632715,1736950373.8632715,1736950373.868271
agv2,1736950375.9118128,1736950375.9128175,1736950375.9128175,1736950375.9633706
agv2,1736950375.9128175,1736950375.916814,1736950375.916814,1736950375.9643698
agv2,1736950376.9148223,1736950376.9163826,1736950376.9163826,1736950376.963419
agv2,1736950378.9904182,1736950378.9914174,1736950378.9914174,1736950379.0334167
agv2,1736950381.2327976,1736950381.2894027,1736950381.2894027,1736950381.3341646
agv2,1736950383.4855006,1736950383.491501,1736950383.491501,1736950383.4984999
agv2,1736950385.5584757,1736950385.5644753,1736950385.5644753,1736950385.6140275
agv2,1736950385.6060283,1736950385.6140275,1736950385.6140275,1736950385.6641772
agv2,1736950387.7081513,1736950387.7086713,1736950387.7086713,1736950387.753266
agv2,1736950387.7086713,1736950387.7155282,1736950387.7155282,1736950387.7543137
agv2,1736950388.709736,1736950388.7117352,1736950388.7117352,1736950388.754746
agv2,1736950390.7964444,1736950390.7984428,1736950390.7984428,1736950390.8434386
agv2,1736950392.8876996,1736950392.8886986,1736950392.8886986,1736950392.8959064
agv2,1736950392.8939123,1736950392.9430168,1736950392.9430168,1736950392.946021
agv2,1736950394.97188,1736950394.9748795,1736950394.9748795,1736950395.0228715
agv2,1736950394.9748795,1736950394.9838808,1736950394.9838808,1736950395.0238721
agv2,1736950395.9761367,1736950395.9781418,1736950395.9781418,1736950396.0233214
agv2,1736950398.0376139,1736950398.0386186,1736950398.0386186,1736950398.082342
agv2,1736950403.039383,1736950403.0403829,1736950403.0403829,1736950403.0830085
agv2,1736959096.9475846,1736959096.9495845,1736959096.9495845,1736959097.0181782
agv2,1736959096.9692073,1736959096.9947298,1736959096.9947298,1736959097.0192194
agv2,1736959099.029988,1736959099.0317795,1736959099.0317795,1736959099.0789404
agv2,1736959099.0317795,1736959099.0344942,1736959099.0344942,1736959099.079461
agv2,1736959101.0347106,1736959101.036706,1736959101.036706,1736959101.078828
agv2,1736959103.0995662,1736959103.1005654,1736959103.1005654,1736959103.1093507
agv2,1736959103.1083457,1736959103.1588876,1736959103.1588876,1736959103.1638873
agv2,1736959105.1935399,1736959105.1950672,1736959105.1950672,1736959105.2380602
agv2,1736959105.1950672,1736959105.1990626,1736959105.1990626,1736959105.239062
agv2,1736959106.1959686,1736959106.196968,1736959106.196968,1736959106.2389805
agv2,1736959108.268852,1736959108.2698548,1736959108.2698548,1736959108.327851
agv2,1736959110.3356938,1736959110.3377292,1736959110.3377292,1736959110.3784773
agv2,1736959112.4115918,1736959112.414131,1736959112.414131,1736959112.4583673
agv2,1736959114.483174,1736959114.487898,1736959114.487898,1736959114.528548
agv2,1736959116.558204,1736959116.5592039,1736959116.5592039,1736959116.6078942
agv2,1736959118.6190233,1736959118.620027,1736959118.620027,1736959118.6281192
agv2,1736959118.6264584,1736959118.6281192,1736959118.6281192,1736959118.6777909
agv2,1736959120.6927736,1736959120.6937792,1736959120.6937792,1736959120.738037
agv2,1736959120.6937792,1736959120.6973584,1736959120.6973584,1736959120.7385619
agv2,1736959121.6952188,1736959121.6952188,1736959121.6952188,1736959121.7374585
agv2,1736959123.7606103,1736959123.762473,1736959123.762473,1736959123.777017
agv2,1736959123.774759,1736959123.8172252,1736959123.8172252,1736959123.8274305
agv2,1736959125.8432353,1736959125.844234,1736959125.844234,1736959125.8874302
agv2,1736959125.844234,1736959125.846765,1736959125.846765,1736959125.8884208
agv2,1736959126.8449204,1736959126.8458943,1736959126.8458943,1736959126.8871307
agv2,1736959128.9084437,1736959128.9084437,1736959128.9084437,1736959128.9564528
agv2,1736959130.971686,1736959130.9726844,1736959130.9726844,1736959131.0167384
agv2,1736959133.0305629,1736959133.031083,1736959133.031083,1736959133.076747
agv2,1736959135.0875597,1736959135.0885458,1736959135.0885458,1736959135.136623
agv2,1736959137.1413376,1736959137.142338,1736959137.142338,1736959137.1858292
agv2,1736959139.1969185,1736959139.2010262,1736959139.2010262,1736959139.2464275
agv2,1736959141.2636836,1736959141.2646751,1736959141.2646751,1736959141.3180645
agv2,1736959143.32459,1736959143.3265388,1736959143.3265388,1736959143.376411
agv2,1736959145.3860807,1736959145.387082,1736959145.387082,1736959145.4366891
agv2,1736959147.4464447,1736959147.4474921,1736959147.4474921,1736959147.4960601
agv2,1736959149.4982548,1736959149.5022438,1736959149.5022438,1736959149.5463486
agv2,1736959151.5638185,1736959151.5677586,1736959151.5677586,1736959151.6158369
agv2,1736959153.6188483,1736959153.6198487,1736959153.6198487,1736959153.6653693
agv2,1736959155.674453,1736959155.6785402,1736959155.6785402,1736959155.694909
agv2,1736959155.6916952,1736959155.6948452,1736959155.694909,1736959155.7454538
agv2,1736959157.749614,1736959157.7536018,1736959157.7536018,1736959157.8052995
agv2,1736959157.7536018,1736959157.765259,1736959157.765259,1736959157.8063045
agv2,1736959158.756281,1736959158.760284,1736959158.760284,1736959158.8051343
agv2,1736959160.820188,1736959160.8251905,1736959160.8251905,1736959160.8658166
agv2,1736959162.8758504,1736959162.8768501,1736959162.8768501,1736959162.924959
agv2,1736959164.931795,1736959164.93279,1736959164.93279,1736959164.974797
agv2,1736959166.987968,1736959166.9889696,1736959166.9889696,1736959167.03529
agv2,1736959169.0434725,1736959169.047121,1736959169.0478866,1736959169.096144
agv2,1736959169.047121,1736959169.0612755,1736959169.0612755,1736959169.0977
agv2,1736959170.049071,1736959170.0500734,1736959170.0500734,1736959170.0958924
agv2,1736959175.0505726,1736959175.0515058,1736959175.0515058,1736959175.0942414
agv2,1736959180.051803,1736959180.0536287,1736959180.0536287,1736959180.10438
agv2,1736959182.0534174,1736959182.0544174,1736959182.0544174,1736959182.0678074
agv2,1736959182.066751,1736959182.0678074,1736959182.0678074,1736959182.113881
agv2,1736959184.1240985,1736959184.1246178,1736959184.1246178,1736959184.174194
agv2,1736959184.1246178,1736959184.1292374,1736959184.1292374,1736959184.174194
agv2,1736959185.1257603,1736959185.1267607,1736959185.1267607,1736959185.1737602
agv2,1736959187.1811025,1736959187.1821525,1736959187.1821525,1736959187.2231376
agv2,1736959189.2382917,1736959189.2393382,1736959189.2393382,1736959189.2834399
agv2,1736959191.2948062,1736959191.2958066,1736959191.2958066,1736959191.3534992
agv2,1736959193.352049,1736959193.3530798,1736959193.3530798,1736959193.3932538
agv2,1736959195.4092405,1736959195.410242,1736959195.410242,1736959195.4525654
agv2,1736959197.4689708,1736959197.4701295,1736959197.4701295,1736959197.474413
agv2,1736959197.4731274,1736959197.474413,1736959197.474413,1736959197.5233572
agv2,1736959199.5219893,1736959199.5233192,1736959199.5233192,1736959199.5729864
agv2,1736959199.5233192,1736959199.5267544,1736959199.5267544,1736959199.5738413
agv2,1736959200.5240314,1736959200.5250292,1736959200.5250292,1736959200.5729108
agv2,1736959202.5774238,1736959202.5784218,1736959202.5784218,1736959202.6227956
agv2,1736959204.6389844,1736959204.6418703,1736959204.6418703,1736959204.6829607
agv2,1736959206.6935356,1736959206.6945357,1736959206.6945357,1736959206.6988397
agv2,1736959206.6977742,1736959206.6983202,1736959206.6983202,1736959206.7424705
agv2,1736959208.7578201,1736959208.7588224,1736959208.7588224,1736959208.8021767
agv2,1736959208.7588224,1736959208.7612512,1736959208.7612512,1736959208.8031762
agv2,1736959209.7596703,1736959209.7636218,1736959209.7636218,1736959209.812113
agv2,1736959211.818259,1736959211.8222582,1736959211.8222582,1736959211.871863
agv2,1736959211.8222582,1736959211.8262572,1736959211.8262572,1736959211.8728526
agv2,1736959213.8714726,1736959213.8719933,1736959213.8719933,1736959213.9217443
agv2,1736959213.8719933,1736959213.8744776,1736959213.8744776,1736959213.9227772
agv2,1736959214.8735218,1736959214.8740375,1736959214.8740375,1736959214.922118
agv2,1736959216.9342022,1736959216.9350405,1736959216.9350405,1736959216.9923027
agv2,1736959218.9902906,1736959218.9912817,1736959218.9912817,1736959219.0322819
agv2,1736959221.043718,1736959221.0445445,1736959221.0445445,1736959221.0921361
agv2,1736959223.1033342,1736959223.1053038,1736959223.1053038,1736959223.1514893
agv2,1736959225.1553872,1736959225.1563835,1736959225.1563835,1736959225.2017226
agv2,1736959227.2137277,1736959227.2147315,1736959227.2147315,1736959227.261627
agv2,1736959229.268085,1736959229.2690878,1736959229.2690878,1736959229.3111918
agv2,1736959231.3189335,1736959231.3194551,1736959231.3194551,1736959231.3251688
agv2,1736959231.3235164,1736959231.3251688,1736959231.3251688,1736959231.3708534
agv2,1736959233.3742049,1736959233.3752007,1736959233.3752007,1736959233.4206476
agv2,1736959233.3752007,1736959233.3772962,1736959233.3772962,1736959233.4216328
agv2,1736959234.3760808,1736959234.3769023,1736959234.3769023,1736959234.4222791
agv2,1736959236.4331095,1736959236.4340925,1736959236.4340925,1736959236.480636
agv2,1736959237.434649,1736959237.4356434,1736959237.4356434,1736959237.4803023
agv2,1736959238.436455,1736959238.4404707,1736959238.4404707,1736959238.4924724
agv2,1736959240.439494,1736959240.4404929,1736959240.4404929,1736959240.4568212
agv2,1736959240.455822,1736959240.4568212,1736959240.4568212,1736959240.500744
agv2,1736959242.5133872,1736959242.5143797,1736959242.5143797,1736959242.561455
agv2,1736959242.5143797,1736959242.5162182,1736959242.5162182,1736959242.562456
agv2,1736959243.5153332,1736959243.5163338,1736959243.5163338,1736959243.5604076
